68.3
68.6
68.4
68.1
68.4
68.2
68.7
68.9
69.0
68.8
69.0
68.6
69.2
69.2
68.9
68.6
68.6
68.8
69.2
68.8
68.7
69.5
68.7
68.8
69.4
69.3
69.3
69.5
69.5
69.0
69.2
69.2
69.1
69.9
